station_id,division,name,region,type,address,city,state,latitude,longitude,postal_code,About this set
676,Veterans Health Administration,Tomah VA Medical Center,VA Great Lakes Health Care System,Hospital,500 E. Veterans Street,Tomah,WI,44.001208,-90.496586,54660,
678,Veterans Health Administration,Southern Arizona VA Health Care System,VA Southwest Health Care Network,Hospital,3601 South 6th Avenue,Tucson,AZ,32.181279,-110.968113,85723,
679,Veterans Health Administration,Tuscaloosa VA Medical Center,VA Southeast Network,Hospital,"3701 Loop Road, East",Tuscaloosa,AL,33.192487,-87.489242,35404,
687,Veterans Health Administration,Jonathan M. Wainwright Memorial VA Medical Center,Northwest Network,Hospital,77 Wainwright Drive,Walla Walla,WA,46.052438,-118.355441,99362,
688,Veterans Health Administration,Washington DC VA Medical Center,VA Capitol Health Care Network,Hospital,"50 Irving Street, NW",Washington,DC,38.931022,-77.010443,20422,
689,Veterans Health Administration,VA Connecticut Healthcare SystemWest Haven Campus,VA New England Healthcare System,Hospital,950 Campbell Avenue,West Haven,CT,41.284505,-72.957551,6516,
691,Veterans Health Administration,VA Greater Los Angeles Healthcare System (GLA),Desert Pacific Healthcare Network,Hospital,11301 Wilshire Boulevard,Los Angeles,CA,34.052162,-118.453045,90073,
692,Veterans Health Administration,White City or VA Southern Oregon Rehabilitation Center,Northwest Network,Hospital,8495 Crater Lake Hwy.,White City,OR,42.442881,-122.832619,97503,
693,Veterans Health Administration,Wilkes-Barre VA Medical Center,VA Healthcare - 4,Hospital,1111 East End Blvd.,Wilkes-Barre,PA,41.248057,-75.840151,18711,
695,Veterans Health Administration,Clement J. Zablocki Veterans Affairs Medical Center,VA Great Lakes Health Care System,Hospital,5000 West National Avenue,Milwaukee,WI,43.019659,-87.97628,53295,
740,Veterans Health Administration,VA Texas Valley Coastal Bend Health Care System,VA Heart of Texas Health Care Network,Hospital,2601 Veterans Drive,Harlingen,TX,26.168825,-97.667552,78550,
756,Veterans Health Administration,El Paso VA Health Care System,VA Southwest Health Care Network,Hospital,5001 North Piedras Street,El Paso,TX,31.82181,-106.46159,79930,
757,Veterans Health Administration,Chalmers P. Wylie Ambulatory Care Center,VA Healthcare System of Ohio,Hospital,420 N James Road,Columbus,OH,39.979917,-82.912759,43219,
33333,Veterans Health Administration,Lakemont Campus,VA Sunshine Healthcare Network,Hospital,2500 S. Lakemont Ave,Orlando,FL,28.574555,-81.329766,32814,
512A5,Veterans Health Administration,Perry Point VA Medical Center - VA Maryland Health Care System,VA Capitol Health Care Network,Hospital,VA Medical Center,Perry Point,MD,39.551923,-76.066749,21902,
512GB,Veterans Health Administration,Loch Raven VA Community Living &amp; Rehabilitation Center,VA Capitol Health Care Network,Hospital,3900 Loch Raven Boulevard,Baltimore,MD,39.336506,-76.597778,21218,
523A4,Veterans Health Administration,"VA Boston Healthcare System, West Roxbury Campus",VA New England Healthcare System,Hospital,1400 VFW Parkway,West Roxbury,MA,42.270702,-71.171977,2132,
523A5,Veterans Health Administration,"VA Boston Healthcare System, Brockton Campus",VA New England Healthcare System,Hospital,940 Belmont Street,Brockton,MA,42.065109,-71.054714,2301,
528A1,Veterans Health Administration,VA Western New York Healthcare System at Buffalo,VA Health Care Upstate New York,Hospital,3495 Bailey Ave,Buffalo,NY,,,14215,
528A2,Veterans Health Administration,Bath VA Medical Center,VA Health Care Upstate New York,Hospital,76 Veterans Ave,Bath,NY,,,14810,
528A3,Veterans Health Administration,Canandaigua VA Medical Center,VA Health Care Upstate New York,Hospital,400 Fort Hill Ave,Canandaigua,NY,,,14424,
528A4,Veterans Health Administration,VA Western New York Healthcare System at Batavia,VA Health Care Upstate New York,Hospital,222 Richmond Avenue,Batavia,NY,43.010471,-78.200228,14020,
528A4,Veterans Health Administration,Syracuse VA Medical Center,VA Health Care Upstate New York,Hospital,800 Irving Ave,Syracuse,NY,,,13210,
528A5,Veterans Health Administration,Albany VA Medical Center: Samuel S. Stratton,VA Health Care Upstate New York,Hospital,113 Holland Ave,Albany,NY,,,12208,
549A4,Veterans Health Administration,Sam Rayburn Memorial Veterans Center,VA Heart of Texas Health Care Network,Hospital,1201 E. 9th St.,Bonham,TX,33.581668,-96.167161,75418,
561A4,Veterans Health Administration,Lyons Campus of the VA New Jersey Health Care System,VA NY/NJ Veterans Healthcare Network,Hospital,151 Knollcroft Road,Lyons,NJ,40.6852,-74.5475,7939,
568A4,Veterans Health Administration,VA Black Hills Health Care System  - Hot Springs Campus,VA Midwest Health Care Network,Hospital,500 North 5th Street,Hot Springs,SD,43.435148,-103.474216,57747,
573A4,Veterans Health Administration,"Lake City VAMC, NF/SGVHS",VA Sunshine Healthcare Network,Hospital,619 S. Marion Avenue,Lake City,FL,30.181935,-82.635727,32025,
589A4,Veterans Health Administration,Harry S. Truman Memorial,VA Heartland Network,Hospital,800 Hospital Drive,Columbia,MO,38.937462,-92.327533,65201,
589A5,Veterans Health Administration,VA Eastern Kansas Health Care System - Colmery-O&apos;Neil VA Medical Center,VA Heartland Network,Hospital,2200 SW Gage Boulevard,Topeka,KS,39.02743,-95.724933,66622,
589A6,Veterans Health Administration,VA Eastern Kansas Health Care System - Dwight D. Eisenhower VA Medical Center,VA Heartland Network,Hospital,4101 S. 4th Street,Leavenworth,KS,39.276428,-94.899555,66048,
589A7,Veterans Health Administration,Robert J. Dole Department of Veterans Affairs Medical and Regional Office Center,VA Heartland Network,Hospital,5500 E. Kellogg,Wichita,KS,37.679896,-97.271877,67218,
596A4,Veterans Health Administration,Lexington VAMC: Cooper Division,VA Mid South Healthcare Network,Hospital,1101 Veterans Drive,Lexington,KY,38.029411,-84.506248,40502,
610A4,Veterans Health Administration,VA Northern Indiana Health Care System-Fort Wayne Campus,Veterans In Partnership,Hospital,2121 Lake Ave.,Fort Wayne,IN,41.089893000000004,-85.109644,46805,
619A4,Veterans Health Administration,Central Alabama Veterans Health Care System East Campus,VA Southeast Network,Hospital,2400 Hospital Road,Tuskegee,AL,32.443771,-85.711266,36083,
620A4,Veterans Health Administration,Castle Point Campus of the VA Hudson Valley Health Care System,VA NY/NJ Veterans Healthcare Network,Hospital,41 Castle Point Road,Wappingers Falls,NY,41.540074,-73.959883,12590,
626A4,Veterans Health Administration,Tennessee Valley Healthcare System - Alvin C. York (Murfreesboro) Campus,VA Mid South Healthcare Network,Hospital,3400 Lebanon Pike,Murfreesboro,TN,35.910882,-86.383621,37129,
630A4,Veterans Health Administration,Brooklyn Campus of the VA NY Harbor Healthcare System,VA NY/NJ Veterans Healthcare Network,Hospital,800 Poly Place,Brooklyn,NY,40.608155,-74.031582,11209,
636A6,Veterans Health Administration,VA Central Iowa Health Care System,VA Midwest Health Care Network,Hospital,3600 30th Street,Des Moines,IA,41.627939,-93.658904,50310,
636A8,Veterans Health Administration,Iowa City VA Health Care System,VA Midwest Health Care Network,Hospital,601 Highway 6 West,Iowa City,IA,41.664351,-91.547027,52246,
646A4,Veterans Health Administration,"VA Pittsburgh Healthcare System, H.J. Heinz Campus",VA Healthcare - 4,Hospital,1010 Delafield Road,Pittsburgh,PA,40.497056,-79.890947,15215,
646A5,Veterans Health Administration,"VA Pittsburgh Healthcare System, Highland Drive Campus",VA Healthcare - 4,Hospital,7180 Highland Drive,Pittsburgh,PA,40.480396,-79.897118,15206,
648A4,Veterans Health Administration,Portland VA Medical Center - Vancouver Campus,Northwest Network,Hospital,1601 E. 4th Plain Blvd,Vancouver,WA,45.639308,-122.655313,98661,
657A4,Veterans Health Administration,John J. Pershing VA Medical Center,VA Heartland Network,Hospital,1500 N. Westwood Blvd.,Poplar Bluff,MO,36.7723,-90.4184,63901,
657A5,Veterans Health Administration,Marion VA Medical Center,VA Heartland Network,Hospital,2401 West Main Street,Marion,IL,37.729789,-88.956925,62959,
663A4,Veterans Health Administration,VA Puget Sound Health Care System - American Lake Division,Northwest Network,Hospital,9600 Veterans Dr,Lakewood,WA,47.134505,-122.577703,98493,
671A4,Veterans Health Administration,Kerrville VA Hospital,VA Heart of Texas Health Care Network,Hospital,3600 Memorial Blvd,Kerrville,TX,30.013686,-99.116354,78028,
674A4,Veterans Health Administration,Waco VA Medical Center,VA Heart of Texas Health Care Network,Hospital,4800 Memorial Drive,Waco,TX,31.513097,-97.163213,76711,
689A4,Veterans Health Administration,VA Connecticut Healthcare SystemNewington Campus,VA New England Healthcare System,Hospital,555 Willard Avenue,Newington,CT,41.702491,-72.734967,6111,
237,Veterans Health Administration,237 Fisher Clinic,VA Great Lakes Health Care System,Outpatient Clinic,2410 Sampson Street,Great Lakes,IL,42.3128868,-87.8396251,60088,
237,Veterans Health Administration,OHMD Occupational Health Medicine Department,VA Great Lakes Health Care System,Outpatient Clinic,2410 Sampson Street,Great Lakes,IL,42.3128868,-87.8396251,60088,
402,Veterans Health Administration,Lincoln Community Based Outpatient Clinic,VA New England Healthcare System,Outpatient Clinic,99 River Road,Lincoln,ME,45.3549,-68.5258,4457,
436,Veterans Health Administration,Cut Bank VA Community Based Outpatient Clinic,Rocky Mountain Network,Outpatient Clinic,#8 2nd Ave SE,Cut Bank,MT,48.633192,-112.333746,59427,
436,Veterans Health Administration,Lewistown VA Community Based Outpatient Clinic,Rocky Mountain Network,Outpatient Clinic,629 NE Main Street. Suite 1,Lewistown,MT,47.06999,-109.40995,59457,
436,Veterans Health Administration,Hamilton Primary Care Telehealth Outreach Clinic,Rocky Mountain Network,Outpatient Clinic,299 Fairgrounds Suite A,Hamilton,MT,46.254998,-114.1504089,59840,
436,Veterans Health Administration,Plentywood Primary Care Telehealth Outreach Clinic,Rocky Mountain Network,Outpatient Clinic,440 West Laurel Avenue,Plentywood,MT,48.7783749,-104.563461,59254,
437,Veterans Health Administration,Dickinson VA Community Based Outpatient Clinic,VA Midwest Health Care Network,Outpatient Clinic,528 - 21st St. W. Suite F,Dickinson,ND,46.888735,-102.784996,58601,
437,Veterans Health Administration,Jamestown VA Community Based Outpatient,VA Midwest Health Care Network,Outpatient Clinic,2422 20th St SW,Jamestown,ND,46.912793,-98.703802,58401,
442,Veterans Health Administration,Rawlins PCTOC,Rocky Mountain Network,Outpatient Clinic,1809 East Daley Street,Rawlins,WY,41.7961118,-107.2167456,82301,
442,Veterans Health Administration,Wheatland Mobile Telehealth Clinic,Rocky Mountain Network,Outpatient Clinic,759 East Cole Street,Wheatland,WY,42.0450899,-104.9515372,82201,
442,Veterans Health Administration,Torrington Mobile Telehealth Clinic,Rocky Mountain Network,Outpatient Clinic,2908 West 25th Ave.,Torrington,WY,,,82240,
442,Veterans Health Administration,Laramie Mobile Telehealth Clinic,Rocky Mountain Network,Outpatient Clinic,112 South 5th Street,Laramie,WY,41.312632,-105.590789,82702,
442,Veterans Health Administration,Sterling Mobile Telehealth Clinic,Rocky Mountain Network,Outpatient Clinic,100 College Dr.,Sterling,CO,40.636838,-103.201959,80751,
459,Veterans Health Administration,National Center for PTSD - Pacific Islands Division,Sierra Pacific Network,Outpatient Clinic,"3375 Koapaka Street, Suite I-560",Honolulu,HI,21.334514,-157.916868,96819,
459,Veterans Health Administration,VA Hilo Community Based Outpatient Clinic,Sierra Pacific Network,Outpatient Clinic,"1285 Waianuenue Avenue, Suite 211",Hilo,HI,19.716996,-155.114973,96720,
459,Veterans Health Administration,VA Kauai Community Based Outpatient Clinic,Sierra Pacific Network,Outpatient Clinic,"4485 Pahe&apos;e Street, Suite 150",Lihue,HI,21.970071,-159.382718,96766,
459,Veterans Health Administration,VA Kona Community Based Outpatient Clinic,Sierra Pacific Network,Outpatient Clinic,35-377 Hualalai Road,Kailua-Kona,HI,19.6323323,-155.9784871,96740,
459,Veterans Health Administration,VA Maui Community Based Outpatient Clinic,Sierra Pacific Network,Outpatient Clinic,"203 Ho&apos;ohana Street, Suite 303",Kahului,HI,20.886339,-156.462344,96732,
463,Veterans Health Administration,Juneau VA Outreach Clinic,Northwest Network,Outpatient Clinic,"709 West 9th Street, Suite 150",Juneau,AK,58.3013,-134.4199999,99801,
501,Veterans Health Administration,Taos CCBOC,VA Southwest Health Care Network,Outpatient Clinic,1353 Paseo Del Pueblo Sur,Taos,NM,36.3720465,-105.5951002,87571,
508,Veterans Health Administration,Decatur Clinic,VA Southeast Network,Outpatient Clinic,"755 Commerce Drive, 2nd Floor",Decatur,GA,33.777327,-84.293841,30030,
508,Veterans Health Administration,Rome Outreach Clinic,VA Southeast Network,Outpatient Clinic,"30 Chateau Dr, SE",Rome,GA,34.2227004,-85.1529997,30161,
528,Veterans Health Administration,Watertown VA Outpatient Clinic,VA Health Care Upstate New York,Outpatient Clinic,19472 US Route 11,Watertown,NY,43.948509,-75.914068,13601,
531,Veterans Health Administration,Burns Oregon Outpatient Clinic,Northwest Network,Outpatient Clinic,271 N Egan Ave,Burns,OR,43.588095,-119.059552,97720,
531,Veterans Health Administration,Mountain Home Idaho Outpatient Clinic,Northwest Network,Outpatient Clinic,815 North 6th East,Mountain Home,ID,43.13776,-115.692513,83647,
531,Veterans Health Administration,Salmon Idaho Outpatient Clinic,Northwest Network,Outpatient Clinic,705 Lena Street,Salmon,ID,45.175367,-113.890533,83467,
534,Veterans Health Administration,Beaufort Clinic,VA Southeast Network,Outpatient Clinic,1 Pickney Road,Beaufort,SC,32.392032,-80.684995,29902,
534,Veterans Health Administration,Hinesville Clinic,VA Southeast Network,Outpatient Clinic,740 General Steward Way,Hinesville,GA,31.853497,-81.5791562,31313,
538,Veterans Health Administration,Cambridge Community Based Outpatient Clinic,VA Healthcare System of Ohio,Outpatient Clinic,2146 Southgate Pkwy,Cambridge,OH,40.004785,-81.576108,43725,
539,Veterans Health Administration,Florence Community Based Outpatient Clinic,VA Healthcare System of Ohio,Outpatient Clinic,7711 Ewing Boulevard,Florence,KY,38.993367,-84.640391,41042,
540,Veterans Health Administration,Rural Mobile Unit (540),VA Healthcare - 4,Outpatient Clinic,1 Medical Center Drive,Clarksburg,WV,39.304835,-80.354589,26301,
541,Veterans Health Administration,New Philadelphia Community Based Outpatient Clinic,VA Healthcare System of Ohio,Outpatient Clinic,"1260 Monroe Ave, Suite 1A",New Philadelphia,OH,40.505501,-81.457147,44663,
541,Veterans Health Administration,Ravenna Community Based Outpatient Clinic,VA Healthcare System of Ohio,Outpatient Clinic,6751 N Chestnut St,Ravenna,OH,41.174475,-81.245406,44266,
544,Veterans Health Administration,Sumter County Clinic,VA Southeast Network,Outpatient Clinic,407 North Salem Avenue,Sumter,SC,33.929071,-80.350549,29150,
546,Veterans Health Administration,Hollywood CBOC,VA Sunshine Healthcare Network,Outpatient Clinic,"3702 Washington Street, Suite 201",Hollywood,FL,26.002894,-80.180737,33021,
546,Veterans Health Administration,William,VA Sunshine Healthcare Network,Outpatient Clinic,9800 W Commercial Blvd,Sunrise,FL,26.193533,-80.282561,33351,
546,Veterans Health Administration,Healthcare for Homeless Veterans,VA Sunshine Healthcare Network,Outpatient Clinic,1492 Flagler St,Miami,FL,25.773224,-80.219426,33135,
548,Veterans Health Administration,St Lucie CBOC,VA Sunshine Healthcare Network,Outpatient Clinic,128 SW Chamber Court,Port Saint Lucie,FL,27.310449,-80.401812,34986,
549,Veterans Health Administration,Fort Worth Outpatient Clinic,VA Heart of Texas Health Care Network,Outpatient Clinic,2201 SE Loop 820,Fort Worth,TX,32.668718,-97.299058,76119,
549,Veterans Health Administration,Polk Street VA Annex Clinic,VA Heart of Texas Health Care Network,Outpatient Clinic,4243 S. Polk Street,Dallas,TX,32.693493,-96.841005,75224,
553,Veterans Health Administration,Pontiac VA Outpatient Clinic,Veterans In Partnership,Outpatient Clinic,"44200 Woodward Avenue, Suite 208",Pontiac,MI,42.614521,-83.272476,48341,
554,Veterans Health Administration,Salida VA Telehealth Clinic,Rocky Mountain Network,Outpatient Clinic,920 Rush Drive,Salida,CO,38.542773,-106.00788,81201,
554,Veterans Health Administration,Jewell Clinic,Rocky Mountain Network,Outpatient Clinic,14400 E Jewell Ave,Aurora,CO,39.681276,-104.819893,80012,
558,Veterans Health Administration,Durham Clinic,VA Mid-Atlantic Health Care Network,Outpatient Clinic,1824 Hillandale Road,Durham,NC,36.030819,-78.935121,27705,
558,Veterans Health Administration,Raleigh CBOC,VA Mid-Atlantic Health Care Network,Outpatient Clinic,3305 Sungate Blvd,Raleigh,NC,35.7764571,-78.5832496,27610,
558,Veterans Health Administration,Morehead City CBOC,VA Mid-Atlantic Health Care Network,Outpatient Clinic,5420 Highway 70,Morehead City,NC,34.739084,-76.809219,28557,
558,Veterans Health Administration,Raleigh II CBOC,VA Mid-Atlantic Health Care Network,Outpatient Clinic,3040 Hammond Business Place Suite 105,Raleigh,NC,35.741577,-78.639531,27603,
558,Veterans Health Administration,Hillandale Road Outpatient Clinics 1 &amp; II,VA Mid-Atlantic Health Care Network,Outpatient Clinic,1824 Hillandale Road,Durham,NC,36.030864,-78.935634,27705,
558,Veterans Health Administration,Blind Rehabilitation Outpatient Clinic,VA Mid-Atlantic Health Care Network,Outpatient Clinic,8081 Arco Corporate Drive,Raleigh,NC,35.90217,-78.781025,27617,
562,Veterans Health Administration,Venango County VA Clinic,VA Healthcare - 4,Outpatient Clinic,464 Allegheny Boulevard,Franklin,PA,41.400726,-79.811393,16323,
564,Veterans Health Administration,Branson OPC,South Central VA Health Care Network,Outpatient Clinic,5571 North Gretna Rd,Branson,MO,36.664744,-93.253341,65616,
564,Veterans Health Administration,"Ozark, Arkansas OPC",South Central VA Health Care Network,Outpatient Clinic,2713 West Commercial,Ozark,AR,35.489969,-93.8546977,72949,
565,Veterans Health Administration,Brunswick County,VA Mid-Atlantic Health Care Network,Outpatient Clinic,20 Medical Campus Dr    Ste 106,Supply,NC,34.017953,-78.284453,28462,
565,Veterans Health Administration,Village Green Annex,VA Mid-Atlantic Health Care Network,Outpatient Clinic,1991 Fordham Drive,Fayetteville,NC,35.037774,-78.917581,28304,
565,Veterans Health Administration,Fayetteville Dialysis Clinic,VA Mid-Atlantic Health Care Network,Outpatient Clinic,2301 Robeson Street,Fayetteville,NC,35.042741,-78.918024,28305,
570,Veterans Health Administration,Tulare Community-Based Outpatient Clinic,Sierra Pacific Network,Outpatient Clinic,1050 N. Cherry Street,Tulare,CA,36.222651,-119.337455,93274,
573,Veterans Health Administration,St Marys CBOC,VA Sunshine Healthcare Network,Outpatient Clinic,205 Lakeshore Point,St Marys,GA,30.7811,-81.6162,31558,
573,Veterans Health Administration,Waycross Clinic,VA Sunshine Healthcare Network,Outpatient Clinic,515B City Blvd,Waycross,GA,31.231823,-82.3418512,31501,
575,Veterans Health Administration,Glenwood Springs VA Telehealth Clinic,Rocky Mountain Network,Outpatient Clinic,"2425 S Grand Ave., Suite 101",Glenwood Springs,CO,39.528747,-107.325371,81601,
575,Veterans Health Administration,Moab VA Telehealth Clinic,Rocky Mountain Network,Outpatient Clinic,"267 North Main Street, Suite C",Moab,UT,38.5774,-109.550773,81625,
580,Veterans Health Administration,Texas City VA Outpatient Clinic,South Central VA Health Care Network,Outpatient Clinic,"9300 Emmett F. Lowry Expressway, Suite 206",Texas City,TX,29.400243,-95.013622,77591,
580,Veterans Health Administration,Conroe VA Outpatient Clinic,South Central VA Health Care Network,Outpatient Clinic,800 Riverwood Ct Ste 100,Conroe,TX,30.284495,-95.466056,77304,
580,Veterans Health Administration,Richmond VA Outpatient Clinic,South Central VA Health Care Network,Outpatient Clinic,"22001 Southwest Freeway, Suite 200",Richmond,TX,29.560019,-95.693922,77469,
581,Veterans Health Administration,Lenore Outreach Clinic,VA Mid South Healthcare Network,Outpatient Clinic,15 Lenore Business Center,Williamson,WV,39.8,-98.5,25661,
581,Veterans Health Administration,Gallipolis Outpatient Clinic,VA Mid South Healthcare Network,Outpatient Clinic,323A Upper River Road,Gallipolis,OH,39.8,-98.5,45631,
583,Veterans Health Administration,Indy West,Veterans In Partnership,Outpatient Clinic,3850 Shore Dr  Ste 203,Indianapolis,IN,39.824722,-86.2809564,46245,
585,Veterans Health Administration,Manistique Outreach Clinic,VA Great Lakes Health Care System,Outpatient Clinic,813 East Lakeshore Drive,Manistique,MI,45.947016,-86.233526,49854,
589,Veterans Health Administration,Hutchinson CBOC,VA Heartland Network,Outpatient Clinic,1625 E 30th Ave,Hutchinson,KS,38.086357,-97.897045,67502,
589,Veterans Health Administration,Johnson Count VA Clinic,VA Heartland Network,Outpatient Clinic,10500 Mastin St,Overland Park,KS,38.9396127,-94.7023558,66212,
590,Veterans Health Administration,Virginia Beach CBOC,VA Mid-Atlantic Health Care Network,Outpatient Clinic,244 Clearfield Ave,Virginia Beach,VA,36.845864,-76.165105,23462,
590,Veterans Health Administration,Albemarle Primary OPC,VA Mid-Atlantic Health Care Network,Outpatient Clinic,1845 W City Dr,Elizabeth City,NC,36.2986471,-76.2613423,27909,
593,Veterans Health Administration,Health Care for the Homeless Vets,Desert Pacific Healthcare Network,Outpatient Clinic,916 West Owens Avenue,Las Vegas,NV,36.188598,-115.153799,89106,
593,Veterans Health Administration,Pahrump Community Based Outpatient Clinic,Desert Pacific Healthcare Network,Outpatient Clinic,2100 E. Calvada Blvd.,Pahrump,NV,36.193728,-115.976327,89048,
596,Veterans Health Administration,Hazard CBOC,VA Mid South Healthcare Network,Outpatient Clinic,210 Black Gold Blvd,Hazard,KY,37.253983,-83.20075,41701,
598,Veterans Health Administration,Pine Bluff CBOC,South Central VA Health Care Network,Outpatient Clinic,4747 Dusty Lake Drive Suite 203,Pine Bluff,AR,34.1924489,-92.0575648,71603,
598,Veterans Health Administration,Searcy CBOC,South Central VA Health Care Network,Outpatient Clinic,1120 S Main St,Searcy,AR,35.2350828,-91.7320876,72143,
605,Veterans Health Administration,Blythe Rural Health Clinic,Desert Pacific Healthcare Network,Outpatient Clinic,1273 Hobson Way,Blythe,CA,33.612338,-114.595504,92225,
605,Veterans Health Administration,Redlands Blvd Clinic,Desert Pacific Healthcare Network,Outpatient Clinic,25828 Redlands Blvd,Redlands,CA,34.0630379,-117.2417062,92374,
610,Veterans Health Administration,Muncie/Anderson VA Outpatient Clinic,Veterans In Partnership,Outpatient Clinic,2600 W White River Blvd,Muncie,IN,40.1863738,-85.4166188,47303,
612,Veterans Health Administration,Martinez Outpatient Clinic and Community Living Center,Sierra Pacific Network,Outpatient Clinic,150 Muir Road,Martinez,CA,37.994676,-122.111991,94553,
612,Veterans Health Administration,Oakland Outpatient Clinic,Sierra Pacific Network,Outpatient Clinic,2221 Martin Luther King Jr. Way,Oakland,CA,37.812372,-122.272991,94612,
612,Veterans Health Administration,Redding Outpatient Clinic,Sierra Pacific Network,Outpatient Clinic,351 Hartnell Avenue,Redding,CA,40.565389,-122.368063,96002,
612,Veterans Health Administration,Sacramento Mental Health Clinic at Mather,Sierra Pacific Network,Outpatient Clinic,10535 Hospital Way,Mather,CA,38.573616,-121.295694,95655,
612,Veterans Health Administration,Chico Outpatient Clinic,Sierra Pacific Network,Outpatient Clinic,280 Cohasset Road,Chico,CA,39.751846,-121.85164,95926,
612,Veterans Health Administration,Oakland Behavioral Health Clinic,Sierra Pacific Network,Outpatient Clinic,525 21st Street,Oakland,CA,37.8104033,-122.2698771,94612,
612,Veterans Health Administration,Mare Island Outpatient Clinic,Sierra Pacific Network,Outpatient Clinic,201 Walnut Avenue,Vallejo,CA,38.116391,-122.287794,94592,
612,Veterans Health Administration,Fairfield Outpatient Clinic,Sierra Pacific Network,Outpatient Clinic,"103 Bodin Circle, Travis Air Force Base",Fairfield,CA,38.26811,-121.960488,94535,
612,Veterans Health Administration,McClellan Outpatient Clinic - Sacramento,Sierra Pacific Network,Outpatient Clinic,5342 Dudley Blvd.,McClellan,CA,38.663526,-121.38731,95652,
612,Veterans Health Administration,McClellan Dental Clinic - Sacramento,Sierra Pacific Network,Outpatient Clinic,5401 Arnold Avenue,McClellan,CA,38.659014,-121.387283,95652,
612,Veterans Health Administration,LaGrange OutReach Clinic,VA Heart of Texas Health Care Network,Outpatient Clinic,890 E Travis St,LaGrange,TX,30.3468798,-97.5541548,78945,
612,Veterans Health Administration,Yuba City Outpatient Clinic,Sierra Pacific Network,Outpatient Clinic,425 Plumas Street,Yuba City,CA,39.1336607,-121.6144853,95991,
614,Veterans Health Administration,"Dyersburg, Tennessee CBOC",VA Mid South Healthcare Network,Outpatient Clinic,433 East Parkview Street,Dyersburg,TN,36.0463505,-89.3796329,38024,
614,Veterans Health Administration,"Helena, Arkansas CBOC",VA Mid South Healthcare Network,Outpatient Clinic,812 Newman Drive,Helena,AR,34.521515,-90.617638,72342,
614,Veterans Health Administration,Tupelo CBOC,VA Mid South Healthcare Network,Outpatient Clinic,499 Gloster Creek Vlg  Ste D-1,Tupelo,MS,,,38801,
614,Veterans Health Administration,Tupelo CBOC,South Central VA Health Care Network,Outpatient Clinic,499 Gloster Creek Vlg  Ste D-1,Tupelo,MS,,,38801,
617,Veterans Health Administration,Portland Vet Center,Northwest Network,Outpatient Clinic,1505 N.E. 122nd Ave.,Portland,OR,45.553269,-122.577008,97230,
619,Veterans Health Administration,Wiregrass CBOC,VA Southeast Network,Outpatient Clinic,301 Andrews Avenue,Fort Rucker,AL,31.349242,-85.70503,36362,
621,Veterans Health Administration,"Knoxville, Tennessee CBOC",VA Mid South Healthcare Network,Outpatient Clinic,8033 Ray Mears Blvd.,Knoxville,TN,35.923774,-84.047562,37919,
621,Veterans Health Administration,"Bristol, Virginia OPC",VA Mid South Healthcare Network,Outpatient Clinic,2426 Lee Highway,Bristol,VA,36.629257,-82.149065,24202,
621,Veterans Health Administration,"Norton, Virginia CBOC",VA Mid South Healthcare Network,Outpatient Clinic,654 Highway 58 East,Norton,VA,36.934671,-82.627476,24273,
621,Veterans Health Administration,Sevierville Clinic,VA Mid South Healthcare Network,Outpatient Clinic,1124 Blanton Dr,Sevierville,TN,35.8534957,-83.5380032,37862,
621,Veterans Health Administration,Vansant Rural Outreach Clinic,VA Mid South Healthcare Network,Outpatient Clinic,"1941 Lovers Gap Road, Suite A",Vansant,VA,39.8,-98.5,24656,
621,Veterans Health Administration,Marion Rural Outreach Clinic,VA Mid South Healthcare Network,Outpatient Clinic,4451 Lee Highway,Marion,VA,,,24354,
621,Veterans Health Administration,Jonesville Rural Outreach Clinic,VA Mid South Healthcare Network,Outpatient Clinic,"32613 Wilderness Road, Suite 101",Jonesville,VA,,,24263,
623,Veterans Health Administration,Vinita Outpatient Clinic,South Central VA Health Care Network,Outpatient Clinic,269 S 7th St,Vinita,OK,36.636949,-95.1433119,74301,
626,Veterans Health Administration,"Charlotte Avenue (Nashville, TN) OPC",VA Mid South Healthcare Network,Outpatient Clinic,1919 Charlotte Avenue,Nashville,TN,36.156888,-86.802979,37203,
626,Veterans Health Administration,"Women Veterans Healthcare Center (Nashville, TN)",VA Mid South Healthcare Network,Outpatient Clinic,"1919 Charlotte Avenue, Suite 300",Nashville,TN,36.156888,-86.802979,37203,
626,Veterans Health Administration,Meharry (Nashville General),VA Mid South Healthcare Network,Outpatient Clinic,1818 Albion Street,Nashville,TN,36.16683,-86.807109,37208,
626,Veterans Health Administration,Maury County CBOC,VA Mid South Healthcare Network,Outpatient Clinic,833 Nashville Highway,Columbia,TN,35.628149,-87.027938,38401,
629,Veterans Health Administration,Lafayette Clinic,South Central VA Health Care Network,Outpatient Clinic,2100 Jefferson Street,Lafayette,LA,30.213982,-92.008757,70501,
629,Veterans Health Administration,Hammond VA Outpatient Clinic,South Central VA Health Care Network,Outpatient Clinic,1131 South Morrison Avenue,Hammond,LA,30.48889,-90.48248,70403,
629,Veterans Health Administration,St. John VA Outpatient Clinic,South Central VA Health Care Network,Outpatient Clinic,247 Veterans Blvd.,Reserve,LA,30.0627,-90.5542,70084,
629,Veterans Health Administration,Bogalusa VA Outpatient Clinic,South Central VA Health Care Network,Outpatient Clinic,319 Memphis Street,Bogalusa,LA,30.7878018,-89.8603078,70427,
